Country,Year,Sex,Age <5,Age 5-14,Age 15-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age >64
Armenia,1990,F,178900.0,316900.0,258500.0,320700.0,205700.0,152300.0,155100.0,117900.0
Armenia,1991,M,196400.0,366200.0,295300.0,313800.0,210700.0,137800.0,148500.0,83400.0
Armenia,1991,F,185500.0,349500.0,286400.0,342100.0,238000.0,158300.0,167300.0,133500.0
Armenia,1992,M,193900.0,375300.0,300300.0,312600.0,225400.0,135000.0,150300.0,93000.0
Armenia,1992,F,183000.0,358200.0,290100.0,340900.0,255200.0,155600.0,172500.0,144300.0
Armenia,1993,M,187800.0,382300.0,304800.0,305600.0,239500.0,132400.0,151300.0,103500.0
Armenia,1993,F,177300.0,364200.0,293900.0,335900.0,271200.0,152800.0,175700.0,153500.0
Armenia,1994,M,177300.0,385400.0,308300.0,297000.0,252600.0,129900.0,151500.0,112200.0
Armenia,1994,F,167200.0,367000.0,297600.0,326200.0,286300.0,150800.0,176800.0,160900.0
Armenia,1995,M,163600.0,388200.0,313600.0,289500.0,265600.0,129600.0,150800.0,119500.0
Armenia,1995,F,153400.0,369700.0,303200.0,313300.0,301900.0,151700.0,177000.0,169600.0
Armenia,1996,M,148900.0,390300.0,320000.0,284300.0,276200.0,133600.0,148800.0,125300.0
Armenia,1996,F,138100.0,371900.0,310200.0,301500.0,314900.0,156300.0,176800.0,176200.0
Armenia,1997,M,135600.0,389500.0,327300.0,282000.0,283700.0,142300.0,144000.0,130700.0
Armenia,1997,F,123900.0,370800.0,316500.0,294200.0,323700.0,166200.0,173000.0,182800.0
Armenia,1998,M,124600.0,383700.0,335100.0,280200.0,290700.0,154300.0,136800.0,136100.0
Armenia,1998,F,112200.0,364600.0,322300.0,289300.0,329200.0,180600.0,165300.0,189800.0
Armenia,1999,M,116400.0,371600.0,344000.0,279800.0,296100.0,168200.0,130600.0,139800.0
Armenia,1999,F,103600.0,352300.0,329700.0,284300.0,333400.0,197300.0,159400.0,194200.0
Armenia,2000,M,106300.0,348200.0,358000.0,283300.0,296700.0,184400.0,123200.0,148700.0
Armenia,2000,F,90000.0,328000.0,341100.0,280400.0,336700.0,218600.0,151700.0,207500.0
Armenia,2001,M,102101.0,337767.0,361248.0,284346.0,298215.0,195707.0,118805.0,148990.0
Armenia,2001,F,88605.0,319507.0,346468.0,279953.0,333246.0,230380.0,148339.0,207545.0
Armenia,2002,M,104956.0,294209.0,293350.0,206403.0,243675.0,174789.0,98650.0,126942.0
Armenia,2002,F,91793.0,278743.0,294739.0,222943.0,270297.0,199695.0,124407.0,186002.0
Armenia,2003,M,99938.0,283952.0,300902.0,210715.0,237606.0,185395.0,95586.0,131074.0
Armenia,2003,F,86963.0,266940.0,300080.0,225313.0,263237.0,210722.0,120349.0,192495.0
Armenia,2004,M,97828.0,272703.0,306856.0,216543.0,229851.0,196881.0,93384.0,134667.0
Armenia,2004,F,84662.0,254288.0,304314.0,229251.0,254272.0,222799.0,117237.0,198494.0
Armenia,2005,M,96696.0,259830.0,312247.0,223789.0,220875.0,207753.0,93334.0,137858.0
Armenia,2005,F,83560.0,240080.0,307904.0,234644.0,244120.0,234265.0,116379.0,204200.0
Armenia,2006,M,96107.0,252948.0,314937.0,227646.0,216350.0,212858.0,93851.0,139414.0
Armenia,2006,F,83153.0,232309.0,309738.0,237730.0,238940.0,239749.0,116447.0,207058.0
Armenia,2007,M,97149.5,223103.0,303005.5,225908.5,191923.5,211730.0,97289.0,141172.5
Armenia,2007,F,84052.0,203552.5,330287.5,244107.0,207943.0,226810.0,114689.5,204672.5
Armenia,2008,M,101018.0,220896.0,317794.0,250190.0,199372.0,230277.0,109669.0,136195.0
Armenia,2008,F,87622.0,198065.0,309009.0,254728.0,219128.0,258373.0,134998.0,206697.0
Armenia,2009,M,103681.0,204799.0,289569.0,236522.0,177864.0,213724.0,113386.0,131581.0
Armenia,2009,F,90204.0,183484.0,325540.0,261154.0,188897.0,223046.0,130895.0,191708.0
Armenia,2012,M,111766.0,192409.0,255119.0,245443.0,173043.0,203700.0,141633.0,127447.0
Armenia,2012,F,98061.0,167066.0,255088.0,259768.0,193968.0,234985.0,173790.0,190841.0
Armenia,2013,M,112501.0,193754.0,243687.0,250487.0,174465.0,195975.0,149122.0,127581.0
Armenia,2013,F,98814.0,168091.0,242386.0,265616.0,195451.0,228390.0,183117.0,192542.0
Armenia,2014,M,112227.0,196975.0,230760.0,253461.0,176451.0,186911.0,156801.0,127737.0
Armenia,2014,F,98583.0,171332.0,227895.0,269937.0,197651.0,220178.0,192735.0,194205.0
Armenia,2015,M,111345.0,201051.0,216876.0,255540.0,179756.0,176959.0,163613.0,128955.0
Armenia,2015,F,97908.0,175417.0,212010.0,274108.0,201320.0,211040.0,201915.0,196775.0
Armenia,2016,M,110595.0,205024.0,202220.0,255665.0,183591.0,167042.0,168506.0,131263.0
Armenia,2016,F,97650.0,179062.0,195422.0,277452.0,206116.0,201993.0,210056.0,200707.0
Armenia,2017,M,108883.0,209288.0,155070.0,252955.0,187761.0,159128.0,170940.0,134225.0
Armenia,2017,F,96740.0,182823.0,150263.0,277515.0,211337.0,194580.0,215537.0,205876.0
Armenia,2018,M,106015.0,212937.0,182905.0,247542.0,192654.0,152906.0,172567.0,137439.0
Armenia,2018,F,94759.0,186165.0,172149.0,273791.0,217160.0,188917.0,219675.0,211420.0
Armenia,2019,M,102588.0,215870.0,179358.0,239953.0,198964.0,148090.0,173151.0,141394.0
Armenia,2019,F,92078.0,189303.0,166149.0,266663.0,224418.0,184259.0,222561.0,217683.0
Andorra,2010,M,1921.0,4408.0,4226.0,6926.0,8452.0,7485.0,5128.0,5651.0
Andorra,2010,F,1866.0,4034.0,3874.0,6781.0,7797.0,6536.0,4258.0,5672.0
Andorra,2011,M,1901.0,4386.0,4106.0,6508.0,8029.0,7084.0,4802.0,5220.0
Andorra,2011,F,1860.0,4018.0,3773.0,6469.0,7582.0,6371.0,4095.0,5375.0
Andorra,2012,M,1861.0,4306.0,3987.0,5891.0,7506.0,6684.0,4428.0,4692.0
Andorra,2012,F,1847.0,3956.0,3641.0,5917.0,7312.0,6203.0,3918.0,5040.0
Andorra,2013,M,1793.0,4245.0,3997.0,5495.0,7367.0,6749.0,4430.0,4705.0
Andorra,2013,F,1792.0,3915.0,3613.0,5527.0,7205.0,6271.0,3992.0,5086.0
Andorra,2014,M,1721.0,4231.0,4040.0,5224.0,7381.0,6872.0,4598.0,4889.0
Andorra,2014,F,1713.0,3916.0,3659.0,5285.0,7170.0,6441.0,4136.0,5261.0
Andorra,2015,M,1663.0,4216.0,4127.0,5121.0,7429.0,7026.0,4809.0,5083.0
Andorra,2015,F,1658.0,3940.0,3719.0,5148.0,7214.0,6558.0,4315.0,5468.0
Andorra,2016,M,1572.0,4221.0,4210.0,5002.0,7374.0,7189.0,5029.0,5264.0
Andorra,2016,F,1579.0,3956.0,3747.0,4996.0,7216.0,6630.0,4535.0,5630.0
Andorra,2017,M,1479.5,4229.5,4267.0,4979.0,7323.5,7411.5,5316.5,5486.0
Andorra,2017,F,1490.0,3949.5,3813.5,4900.5,7184.0,6814.5,4788.0,5804.0
Andorra,2018,M,1434.0,4181.0,4314.0,5056.0,7181.0,7546.0,5562.0,5765.0
Andorra,2018,F,1414.0,3934.0,3880.0,4876.0,7064.0,6959.0,5064.0,6023.0
Austria,1950,M,263400.0,540200.0,474100.0,370300.0,467300.0,476000.0,322200.0,304500.0
Austria,1950,F,251700.0,523300.0,473800.0,493800.0,575700.0,550800.0,428300.0,419900.0
Austria,1951,M,270900.0,537200.0,467400.0,382600.0,444500.0,481200.0,325700.0,306000.0
Austria,1951,F,258800.0,519700.0,459000.0,507200.0,555200.0,553700.0,433700.0,427100.0
Austria,1952,M,261700.0,551600.0,456900.0,401600.0,414400.0,484200.0,332000.0,310800.0
Austria,1952,F,250700.0,531000.0,443400.0,522600.0,522900.0,558300.0,441600.0,440700.0
Austria,1953,M,254000.0,563600.0,449800.0,423000.0,388200.0,485100.0,338800.0,314600.0
Austria,1953,F,243600.0,541500.0,434400.0,536900.0,494200.0,561400.0,448700.0,452100.0
Austria,1954,M,249700.0,560200.0,455200.0,440200.0,367500.0,484000.0,347500.0,317800.0
Austria,1954,F,239400.0,537900.0,438700.0,542800.0,473000.0,563900.0,456500.0,463200.0
Austria,1955,M,249600.0,542100.0,472200.0,448200.0,355700.0,480900.0,358100.0,319900.0
Austria,1955,F,239400.0,520600.0,454200.0,535000.0,464100.0,565700.0,466300.0,472700.0
Austria,1956,M,254300.0,523200.0,488100.0,449500.0,350000.0,474700.0,368900.0,321900.0
Austria,1956,F,244100.0,502400.0,468800.0,518800.0,462800.0,565200.0,476200.0,482100.0
Austria,1957,M,262300.0,511300.0,499500.0,448400.0,346000.0,466900.0,379700.0,324300.0
Austria,1957,F,251800.0,490800.0,479100.0,500500.0,463200.0,563200.0,485100.0,492200.0
Austria,1958,M,271200.0,504600.0,509200.0,446600.0,342600.0,459200.0,390000.0,326600.0
Austria,1958,F,260200.0,484200.0,488100.0,481700.0,464100.0,561400.0,493000.0,503200.0
Austria,1959,M,281200.0,499000.0,521100.0,443400.0,341400.0,449400.0,399000.0,330000.0
Austria,1959,F,269700.0,478400.0,499300.0,462900.0,465400.0,558000.0,499700.0,515400.0
Austria,1960,M,291400.0,502200.0,527900.0,439200.0,347300.0,433900.0,407100.0,333300.0
Austria,1960,F,278700.0,481000.0,505900.0,445600.0,472100.0,547900.0,505100.0,528200.0
Austria,1961,M,298200.0,511100.0,527800.0,435900.0,357300.0,418500.0,411400.0,336000.0
Austria,1961,F,285400.0,489700.0,505600.0,434300.0,482100.0,534400.0,508200.0,537200.0
Austria,1962,M,309200.0,514200.0,543900.0,430400.0,381500.0,386900.0,415600.0,343500.0
Austria,1962,F,295100.0,494000.0,521300.0,420800.0,503100.0,499800.0,514500.0,555300.0
Austria,1963,M,316900.0,516500.0,555800.0,426600.0,403100.0,362900.0,416700.0,348500.0
Austria,1963,F,302900.0,496500.0,533500.0,414500.0,518200.0,472800.0,518200.0,567700.0
Austria,1964,M,323200.0,523400.0,552200.0,434600.0,420600.0,344100.0,416300.0,355600.0
Austria,1964,F,309500.0,502900.0,531100.0,421000.0,524900.0,453100.0,521300.0,581200.0
Austria,1965,M,326400.0,534600.0,534300.0,454200.0,429600.0,333800.0,414300.0,363200.0
Austria,1965,F,313300.0,513500.0,514800.0,439400.0,518900.0,445500.0,523800.0,594400.0
Austria,1966,M,326600.0,549400.0,516200.0,473400.0,433100.0,329800.0,410100.0,371100.0
Austria,1966,F,314100.0,527200.0,497800.0,458000.0,505600.0,445800.0,524200.0,607200.0
Austria,1967,M,324700.0,566200.0,504700.0,486900.0,433800.0,327000.0,404700.0,379200.0
Austria,1967,F,312600.0,543100.0,487000.0,471400.0,489800.0,447400.0,523500.0,620300.0
Austria,1968,M,321700.0,583000.0,497900.0,497500.0,432900.0,324400.0,398900.0,385700.0
Austria,1968,F,309100.0,559400.0,480600.0,482000.0,472500.0,449000.0,522400.0,631600.0
Austria,1969,M,317100.0,599300.0,492300.0,510000.0,430600.0,323900.0,391000.0,391300.0
Austria,1969,F,303800.0,575700.0,474900.0,494500.0,455000.0,451100.0,519600.0,642000.0
Austria,1970,M,310200.0,613200.0,495400.0,517200.0,426700.0,329800.0,377700.0,396400.0
Austria,1970,F,296700.0,589200.0,477500.0,501700.0,438600.0,458100.0,510200.0,651700.0
Austria,1971,M,304100.0,628800.0,528100.0,500100.0,429500.0,346100.0,363600.0,401200.0
Austria,1971,F,289500.0,599900.0,512100.0,489400.0,432500.0,474200.0,496800.0,660400.0
Austria,1972,M,291200.0,636500.0,529100.0,516600.0,423900.0,366400.0,339000.0,406900.0
Austria,1972,F,277300.0,607300.0,513900.0,505400.0,420900.0,492000.0,468000.0,674200.0
Austria,1973,M,278300.0,641400.0,530200.0,530500.0,419000.0,386800.0,318200.0,410900.0
Austria,1973,F,265100.0,611700.0,514900.0,518900.0,414400.0,506700.0,443100.0,685500.0
Austria,1974,M,266300.0,645300.0,543000.0,539900.0,428500.0,404800.0,303200.0,414900.0
Austria,1974,F,253900.0,615800.0,528600.0,527700.0,423500.0,515400.0,425700.0,697000.0
Austria,1975,M,256300.0,640200.0,551600.0,525500.0,443700.0,412800.0,295100.0,418000.0
Austria,1975,F,244300.0,611400.0,534200.0,512400.0,438600.0,509200.0,419000.0,707500.0
Austria,1976,M,246700.0,630800.0,564400.0,512500.0,459200.0,416300.0,292400.0,420200.0
Austria,1976,F,235100.0,602800.0,544600.0,501000.0,454100.0,496700.0,420100.0,716000.0
Austria,1977,M,237800.0,618300.0,581900.0,508100.0,470800.0,417400.0,291300.0,422900.0
Austria,1977,F,226300.0,591000.0,559800.0,497300.0,465600.0,482300.0,422700.0,724700.0
Austria,1978,M,230400.0,602300.0,596100.0,506800.0,478700.0,416900.0,290400.0,424800.0
Austria,1978,F,219200.0,575500.0,573100.0,496500.0,473400.0,466500.0,425000.0,732900.0
Austria,1979,M,225300.0,584200.0,611000.0,507000.0,488700.0,414900.0,290800.0,424900.0
Austria,1979,F,213900.0,557800.0,587800.0,496000.0,483400.0,450500.0,427800.0,739400.0
Austria,1980,M,222400.0,566200.0,624400.0,514800.0,494200.0,411300.0,296600.0,421100.0
Austria,1980,F,210800.0,540400.0,600800.0,502600.0,489000.0,435100.0,435200.0,740100.0
Austria,1981,M,222600.0,550100.0,642100.0,525800.0,504100.0,413900.0,310900.0,410500.0
Austria,1981,F,212100.0,526800.0,628400.0,518500.0,494200.0,423600.0,451700.0,733200.0
Austria,1982,M,226479.0,530398.0,650096.0,530758.0,515070.0,409275.0,327173.0,397188.0
Austria,1982,F,216138.0,507314.0,633442.0,525333.0,505607.0,413971.0,466926.0,718972.0
Austria,1983,M,229620.0,508035.0,654263.0,531602.0,526509.0,404761.0,344581.0,383635.0
Austria,1983,F,219524.0,486292.0,635837.0,527586.0,518263.0,407571.0,480499.0,703332.0
Austria,1984,M,232072.0,488566.0,656512.0,537885.0,525943.0,410648.0,358877.0,375267.0
Austria,1984,F,222113.0,467549.0,636887.0,534304.0,518671.0,413280.0,487099.0,695761.0
Austria,1985,M,232350.0,475074.0,653728.0,548783.0,513773.0,426753.0,366776.0,374012.0
Austria,1985,F,222519.0,453859.0,633592.0,544765.0,507260.0,429539.0,482398.0,699803.0
Austria,1986,M,230303.0,466847.0,645787.0,564104.0,501558.0,442687.0,370278.0,376725.0
Austria,1986,F,220342.0,445322.0,625356.0,558561.0,495833.0,445515.0,471170.0,709406.0
Austria,1987,M,227517.0,461684.0,632704.0,581153.0,495843.0,453642.0,371586.0,381327.0
Austria,1987,F,217063.0,440140.0,611922.0,573764.0,490825.0,456633.0,457943.0,720840.0
Austria,1988,M,226086.0,459316.0,616255.0,599279.0,495280.0,461726.0,371979.0,386001.0
Austria,1988,F,214821.0,437734.0,595218.0,589460.0,491040.0,464885.0,443926.0,732311.0
Austria,1989,M,226892.0,459307.0,601397.0,621738.0,496917.0,471629.0,370949.0,390197.0
Austria,1989,F,215008.0,437116.0,580616.0,607791.0,492814.0,475084.0,429454.0,742657.0
Austria,1990,M,229279.0,461126.0,589106.0,646830.0,508677.0,477110.0,368442.0,394989.0
Austria,1990,F,217218.0,437872.0,568627.0,626994.0,503281.0,480993.0,415683.0,751623.0
Austria,1991,M,233694.0,465821.0,576378.0,670763.0,527090.0,481612.0,365551.0,400466.0
Austria,1991,F,221469.0,441774.0,556831.0,644696.0,520296.0,485756.0,404280.0,758414.0
Austria,1992,M,239063.0,472966.0,562276.0,691098.0,540234.0,494637.0,362760.0,406864.0
Austria,1992,F,226278.0,448804.0,544520.0,660870.0,532357.0,499083.0,396425.0,762474.0
Austria,1993,M,242342.0,479134.0,544899.0,706145.0,550302.0,508726.0,360686.0,414833.0
Austria,1993,F,229721.0,454929.0,529287.0,673654.0,540387.0,513649.0,391790.0,765148.0
Austria,1994,M,242865.0,482580.0,525346.0,711945.0,561182.0,510254.0,368192.0,423681.0
Austria,1994,F,230701.0,458807.0,510791.0,679708.0,549466.0,514942.0,398070.0,767588.0
Austria,1995,M,241558.0,483644.0,509262.0,707468.0,573559.0,500769.0,385256.0,432559.0
Austria,1995,F,229690.0,460945.0,495368.0,678262.0,561052.0,504578.0,414419.0,769889.0
Austria,1996,M,238362.0,483799.0,498112.0,696869.0,589802.0,491046.0,401635.0,440859.0
Austria,1996,F,226948.0,461711.0,485090.0,672341.0,576448.0,494431.0,430188.0,771375.0
Austria,1997,M,233137.0,483890.0,490385.0,682210.0,608024.0,487293.0,412976.0,448247.0
Austria,1997,F,222315.0,461121.0,477550.0,663325.0,593656.0,490854.0,440972.0,772086.0
Austria,1998,M,226801.0,484321.0,486438.0,663510.0,626324.0,488395.0,421699.0,454678.0
Austria,1998,F,216469.0,460861.0,472685.0,649694.0,611098.0,492324.0,449204.0,772288.0
Austria,1999,M,220474.0,485188.0,485374.0,643115.0,645229.0,490644.0,431831.0,460325.0
Austria,1999,F,210240.0,461473.0,470179.0,633829.0,629010.0,494642.0,459405.0,771365.0
Austria,2000,M,214826.0,484798.0,485710.0,622975.0,662493.0,500629.0,437365.0,465921.0
Austria,2000,F,204667.0,461175.0,469025.0,617481.0,644964.0,504448.0,465170.0,769919.0
Austria,2001,M,209022.0,484025.0,488478.0,604064.0,677157.0,515872.0,442259.0,473043.0
Austria,2001,F,198711.0,460720.0,470456.0,600540.0,657806.0,519846.0,469721.0,770573.0
Austria,2002,M,204748.0,483732.0,494122.0,586771.0,689635.0,525231.0,454843.0,479858.0
Austria,2002,F,194211.0,460277.0,475095.0,583877.0,668529.0,529124.0,482093.0,769975.0
Austria,2003,M,203340.0,480502.0,501938.0,569434.0,699902.0,531643.0,467744.0,485782.0
Austria,2003,F,192872.0,457342.0,482866.0,567665.0,678368.0,535198.0,495635.0,768014.0
Austria,2004,M,203511.0,476337.0,509514.0,555892.0,707379.0,541429.0,469980.0,503659.0
Austria,2004,F,192825.0,453574.0,491309.0,554568.0,686811.0,544963.0,497888.0,779802.0
Austria,2005,M,204320.0,471447.0,515674.0,548943.0,709544.0,556920.0,460698.0,531406.0
Austria,2005,F,193497.0,448529.0,497688.0,546238.0,690295.0,559733.0,487388.0,802958.0
Austria,2006,M,204362.0,464213.0,517546.0,545467.0,705791.0,575460.0,454281.0,555396.0
Austria,2006,F,194317.0,441264.0,499388.0,542011.0,689167.0,576706.0,480123.0,822456.0
Austria,2007,M,203648.0,455269.0,517817.0,542760.0,695598.0,595662.0,450773.0,575021.0
Austria,2007,F,194269.0,433193.0,499804.0,539763.0,682657.0,594822.0,476790.0,837343.0
Austria,2008,M,202757.0,447151.0,519137.0,542606.0,680181.0,615762.0,453164.0,589457.0
Austria,2008,F,193526.0,425776.0,500763.0,539635.0,671343.0,613867.0,479387.0,847029.0
Austria,2009,M,201995.0,439629.0,519901.0,542799.0,662172.0,635150.0,455258.0,604291.0
Austria,2009,F,192594.0,418410.0,501225.0,539304.0,657080.0,632736.0,481288.0,857651.0
Austria,2010,M,201089.0,433795.0,518657.0,542986.0,643187.0,653420.0,464581.0,614058.0
Austria,2010,F,191559.0,412838.0,499638.0,539299.0,641969.0,649431.0,491018.0,863544.0
Austria,2011,M,201706.0,428198.0,518095.0,546027.0,625022.0,667233.0,481230.0,619677.0
Austria,2011,F,191682.0,407570.0,498172.0,542031.0,626763.0,661689.0,509221.0,864218.0
Austria,2012,M,203087.0,422849.0,519503.0,553047.0,607407.0,679115.0,488383.0,636040.0
Austria,2012,F,191948.0,402730.0,497838.0,547787.0,611372.0,672397.0,516587.0,876221.0
Austria,2013,M,204718.0,420342.0,518852.0,563630.0,591190.0,690819.0,496581.0,652561.0
Austria,2013,F,192897.0,400256.0,496526.0,556475.0,596201.0,683279.0,523415.0,889488.0
Austria,2014,M,207512.0,419646.0,516580.0,576126.0,580096.0,700108.0,507690.0,668792.0
Austria,2014,F,195255.0,399408.0,493605.0,566622.0,583756.0,692291.0,533241.0,903204.0
Austria,2015,M,211488.0,421708.0,519646.0,590968.0,576105.0,703717.0,523726.0,681718.0
Austria,2015,F,198645.0,400831.0,490742.0,576661.0,576714.0,696320.0,547811.0,912719.0
Austria,2016,M,217009.0,428370.0,525977.0,605922.0,578181.0,703021.0,542766.0,693918.0
Austria,2016,F,203586.0,406212.0,488020.0,585913.0,576111.0,697130.0,565157.0,922513.0
Austria,2017,M,221237.0,430965.0,516334.0,611058.0,579390.0,696268.0,564504.0,704981.0
Austria,2017,F,207589.0,408262.0,480569.0,588894.0,576832.0,693152.0,584185.0,930853.0
Austria,2018,M,223630.0,432271.0,505204.0,614176.0,583230.0,684740.0,586343.0,717154.0
Austria,2018,F,210399.0,409089.0,472825.0,590558.0,579071.0,684416.0,603871.0,940730.0
Austria,2019,M,224141.0,434216.0,494925.0,616660.0,588197.0,671691.0,607792.0,729669.0
Austria,2019,F,211489.0,410482.0,465638.0,591537.0,582112.0,673458.0,623776.0,951854.0
Azerbaijan,1981,M,368000.0,711100.0,760500.0,399900.0,269400.0,307600.0,114900.0,113600.0
Azerbaijan,1981,F,352200.0,688000.0,742400.0,423900.0,290700.0,314800.0,174600.0,221000.0
Azerbaijan,1982,M,377100.0,703900.0,764900.0,429700.0,257100.0,319200.0,130000.0,111600.0
Azerbaijan,1982,F,359000.0,679700.0,747700.0,456000.0,276800.0,330000.0,186600.0,221300.0
Azerbaijan,1983,M,395100.0,701400.0,755000.0,476400.0,248000.0,327100.0,157100.0,108700.0
Azerbaijan,1983,F,374800.0,673900.0,747000.0,503200.0,265100.0,343800.0,207800.0,221100.0
Azerbaijan,1985,M,414100.0,703300.0,736800.0,522900.0,245100.0,329300.0,184600.0,106700.0
Azerbaijan,1985,F,392600.0,673400.0,737100.0,551400.0,261000.0,350600.0,228800.0,221100.0
Azerbaijan,1986,M,425300.0,708900.0,720400.0,550200.0,252300.0,327500.0,199200.0,106200.0
Azerbaijan,1986,F,403500.0,678200.0,721100.0,583700.0,268200.0,351300.0,239900.0,221200.0
Azerbaijan,1987,M,434900.0,717800.0,707200.0,574400.0,267000.0,319600.0,213600.0,107100.0
Azerbaijan,1987,F,412100.0,685000.0,706400.0,614000.0,283100.0,345100.0,251800.0,221800.0
Azerbaijan,1988,M,440900.0,730300.0,699300.0,595500.0,288000.0,303800.0,227500.0,108800.0
Azerbaijan,1988,F,416500.0,695000.0,692900.0,643500.0,305900.0,329400.0,263800.0,222600.0
Azerbaijan,1989,M,441000.0,737700.0,686400.0,604900.0,308700.0,279500.0,232500.0,108700.0
Azerbaijan,1989,F,415600.0,700300.0,671200.0,661600.0,329300.0,305800.0,264300.0,220300.0
Azerbaijan,1990,M,444700.0,750400.0,682700.0,613200.0,332200.0,255100.0,237600.0,111500.0
Azerbaijan,1990,F,419200.0,713400.0,656800.0,677800.0,355700.0,282000.0,266400.0,222000.0
Azerbaijan,1991,M,454900.0,771100.0,687100.0,627800.0,361100.0,236600.0,247500.0,118400.0
Azerbaijan,1991,F,429400.0,734600.0,653100.0,697500.0,387000.0,263100.0,277700.0,228000.0
Azerbaijan,1992,M,459900.0,784400.0,683300.0,634300.0,387900.0,222600.0,255700.0,125100.0
Azerbaijan,1992,F,435100.0,746700.0,643000.0,702900.0,415500.0,247300.0,288200.0,233500.0
Azerbaijan,1993,M,457200.0,797900.0,677400.0,636000.0,414300.0,214100.0,261000.0,134700.0
Azerbaijan,1993,F,432800.0,759300.0,630200.0,697000.0,443900.0,237700.0,296700.0,242400.0
Azerbaijan,1994,M,448200.0,814500.0,669100.0,638600.0,442300.0,209100.0,260900.0,145500.0
Azerbaijan,1994,F,422900.0,774700.0,622200.0,686900.0,474300.0,231100.0,299800.0,252200.0
Azerbaijan,1995,M,432800.0,829300.0,663600.0,642900.0,469200.0,208400.0,259000.0,155000.0
Azerbaijan,1995,F,405300.0,788700.0,622300.0,675100.0,504200.0,229700.0,298200.0,260300.0
Azerbaijan,1996,M,424700.0,838400.0,664700.0,647200.0,483500.0,210300.0,259500.0,160300.0
Azerbaijan,1996,F,395600.0,796200.0,624900.0,669400.0,519800.0,231500.0,297700.0,264700.0
Azerbaijan,1997,M,427900.0,844400.0,669400.0,651900.0,486900.0,211900.0,261500.0,161800.0
Azerbaijan,1997,F,397800.0,800800.0,628600.0,673000.0,521300.0,234200.0,299300.0,266200.0
Azerbaijan,1998,M,449000.0,886300.0,702100.0,683600.0,510600.0,221600.0,273700.0,166500.0
Azerbaijan,1998,F,419700.0,844700.0,662900.0,710000.0,550600.0,243300.0,313800.0,274700.0
Azerbaijan,1999,M,452000.0,892200.0,706900.0,688200.0,514000.0,223000.0,275500.0,167500.0
Azerbaijan,1999,F,424300.0,853800.0,670100.0,717700.0,556500.0,246000.0,317200.0,277800.0
Azerbaijan,2000,M,333800.0,928050.0,736900.0,607350.0,624300.0,306750.0,205100.0,194150.0
Azerbaijan,2000,F,299550.0,878950.0,738550.0,677500.0,673650.0,326550.0,242850.0,274600.0
Azerbaijan,2001,M,314750.0,913150.0,766400.0,603150.0,638150.0,337150.0,192500.0,206400.0
Azerbaijan,2001,F,278450.0,862100.0,759350.0,669850.0,693250.0,359250.0,227900.0,289400.0
Azerbaijan,2002,M,302300.0,889500.0,795800.0,603300.0,645050.0,366800.0,184200.0,218950.0
Azerbaijan,2002,F,263950.0,836300.0,781100.0,666300.0,705150.0,391200.0,216800.0,305250.0
Azerbaijan,2003,M,300150.0,856250.0,823850.0,604700.0,647800.0,397300.0,180300.0,230400.0
Azerbaijan,2003,F,259550.0,800750.0,802400.0,663050.0,713100.0,424100.0,210050.0,320350.0
Azerbaijan,2004,M,305650.0,819600.0,851350.0,608900.0,646700.0,429900.0,179450.0,239550.0
Azerbaijan,2004,F,262600.0,762050.0,823000.0,662000.0,716550.0,459750.0,206850.0,332600.0
Azerbaijan,2005,M,316800.0,782850.0,877650.0,616650.0,640800.0,463300.0,182850.0,247050.0
Azerbaijan,2005,F,271450.0,722800.0,842750.0,664450.0,713950.0,497200.0,209000.0,342300.0
Azerbaijan,2007,M,355600.0,711200.0,913150.0,647850.0,621700.0,525250.0,204100.0,252700.0
Azerbaijan,2007,F,304600.0,644000.0,872100.0,680650.0,698450.0,569100.0,230350.0,350500.0
Belarus,1981,M,386200.0,738800.0,862700.0,726500.0,555800.0,611900.0,307600.0,319300.0
Belarus,1981,F,368700.0,711600.0,835600.0,725000.0,595300.0,720900.0,529600.0,704300.0
Belarus,1982,M,392800.0,737300.0,850700.0,750200.0,543500.0,619500.0,339300.0,311200.0
Belarus,1982,F,374400.0,708800.0,827200.0,752100.0,574700.0,723200.0,567100.0,696300.0
Belarus,1983,M,403000.0,742200.0,817900.0,778500.0,539100.0,619600.0,390800.0,303800.0
Belarus,1983,F,385800.0,712800.0,801300.0,775900.0,562000.0,721800.0,619100.0,691200.0
Belarus,1985,M,412700.0,749300.0,781200.0,806100.0,543000.0,611900.0,439800.0,299400.0
Belarus,1985,F,397100.0,719000.0,773200.0,797200.0,560300.0,709000.0,666100.0,692400.0
Belarus,1986,M,418800.0,753900.0,756500.0,822100.0,553000.0,603900.0,467100.0,298200.0
Belarus,1986,F,402900.0,723500.0,753100.0,813300.0,568100.0,696400.0,689900.0,694100.0
Belarus,1987,M,422500.0,757400.0,734500.0,833900.0,571600.0,591300.0,488500.0,301800.0
Belarus,1987,F,405700.0,728900.0,733000.0,826200.0,584900.0,678400.0,704300.0,703400.0
Belarus,1988,M,420700.0,765300.0,715900.0,846200.0,601100.0,570200.0,501500.0,310800.0
Belarus,1988,F,403200.0,739200.0,715500.0,838300.0,614000.0,649300.0,706200.0,723000.0
Belarus,1989,M,417600.0,778300.0,705900.0,852300.0,635000.0,551300.0,505600.0,320300.0
