Country,Year,Sex,Age <5,Age 5-14,Age 15-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age >64
Cape Verde,1980,M,19200.0,39200.0,22700.0,12600.0,12600.0,7800.0,8200.0,8200.0
Cape Verde,1980,F,22400.0,45400.0,26300.0,14600.0,14600.0,9100.0,9500.0,9600.0
Egypt,1955,M,693700.0,1218300.0,916300.0,735800.0,669000.0,453200.0,221100.0,144100.0
Egypt,1955,F,696200.0,1214100.0,924200.0,770900.0,620200.0,428700.0,231000.0,164100.0
Egypt,1956,M,735300.0,1292400.0,970900.0,779500.0,709100.0,479900.0,234600.0,152000.0
Egypt,1956,F,738400.0,1287200.0,977900.0,816800.0,657600.0,455300.0,245000.0,173200.0
Egypt,1957,M,741100.0,1301800.0,979900.0,788400.0,716700.0,485400.0,237700.0,152000.0
Egypt,1957,F,744700.0,1298000.0,987700.0,823000.0,662500.0,457900.0,245800.0,172400.0
Egypt,1958,M,754800.0,1326300.0,999700.0,804800.0,730700.0,495200.0,242000.0,153400.0
Egypt,1958,F,757900.0,1322900.0,1007300.0,839200.0,675600.0,466700.0,250400.0,174400.0
Egypt,1959,M,768300.0,1350600.0,1020000.0,820800.0,744700.0,504900.0,246300.0,155000.0
Egypt,1959,F,770900.0,1347500.0,1027200.0,856300.0,688000.0,475100.0,254900.0,176500.0
Egypt,1960,M,938500.0,1610500.0,904600.0,740800.0,670300.0,471600.0,286200.0,185800.0
Egypt,1960,F,898200.0,1490800.0,851000.0,843800.0,663900.0,480300.0,297500.0,215300.0
Egypt,1961,M,1027000.0,1762300.0,989900.0,810600.0,733500.0,516100.0,313100.0,203400.0
Egypt,1961,F,982900.0,1631400.0,931200.0,923400.0,726400.0,525600.0,325500.0,235500.0
Egypt,1962,M,1207000.0,2073000.0,1164000.0,954000.0,863000.0,606000.0,369000.0,239000.0
Egypt,1962,F,1156000.0,1919000.0,1095000.0,1086000.0,854000.0,618000.0,383000.0,277000.0
Egypt,1963,M,1345000.0,2308000.0,1297000.0,1062000.0,961000.0,675000.0,410000.0,266000.0
Egypt,1963,F,1287000.0,2137000.0,1219000.0,1209000.0,951000.0,689000.0,426000.0,309000.0
Egypt,1964,M,2344000.0,4022000.0,2258000.0,1849000.0,1673000.0,1179000.0,715000.0,464000.0
Egypt,1964,F,2221000.0,3687000.0,2105000.0,2086000.0,1641000.0,1187000.0,735000.0,533000.0
Egypt,1965,M,2394000.0,4112000.0,2311000.0,1891000.0,1711000.0,1205000.0,731000.0,474000.0
Egypt,1965,F,2277000.0,3781000.0,2158000.0,2140000.0,1685000.0,1219000.0,754000.0,546000.0
Egypt,1966,M,2456000.0,4217000.0,2369000.0,1939000.0,1756000.0,1235000.0,750000.0,486000.0
Egypt,1966,F,2335000.0,3878000.0,2213000.0,2195000.0,1728000.0,1249000.0,773000.0,560000.0
Egypt,1967,M,2510000.0,4311000.0,2422000.0,1982000.0,1794000.0,1263000.0,766000.0,496000.0
Egypt,1967,F,2402000.0,3990000.0,2277000.0,2259000.0,1777000.0,1286000.0,796000.0,576000.0
Egypt,1970,M,2720000.0,4663000.0,2625000.0,2161000.0,1945000.0,1361000.0,821000.0,524000.0
Egypt,1970,F,2588000.0,4315000.0,2468000.0,2431000.0,1896000.0,1367000.0,843000.0,601000.0
Egypt,1971,M,2779200.0,4767900.0,2684000.0,2210500.0,1989100.0,1391700.0,839200.0,533700.0
Egypt,1971,F,2645400.0,4413900.0,2526000.0,2486600.0,1938000.0,1396600.0,860400.0,613400.0
Egypt,1972,M,2840700.0,4873800.0,2744500.0,2261600.0,2034000.0,1422000.0,857200.0,547300.0
Egypt,1972,F,2704600.0,4515200.0,2583800.0,2542400.0,1979700.0,1426000.0,878400.0,627800.0
Egypt,1973,M,2872200.0,4927300.0,2775500.0,2288200.0,2057200.0,1438100.0,865900.0,551600.0
Egypt,1973,F,2734200.0,4567200.0,2615100.0,2570600.0,2000300.0,1439400.0,886200.0,633000.0
Egypt,1974,M,2970000.0,5096000.0,2870000.0,2365000.0,2127000.0,1489000.0,897000.0,573000.0
Egypt,1974,F,2827000.0,4721000.0,2704000.0,2659000.0,2068000.0,1486000.0,914000.0,651000.0
Egypt,1975,M,3051000.0,5235000.0,2941000.0,2408000.0,2179000.0,1532000.0,930000.0,605000.0
Egypt,1975,F,2836000.0,4709000.0,2687000.0,2665000.0,2096000.0,1517000.0,940000.0,680000.0
Egypt,1976,M,2637000.0,5175000.0,3789000.0,2438000.0,2027000.0,1561000.0,994000.0,661000.0
Egypt,1976,F,2574000.0,4731000.0,3521000.0,2535000.0,2040000.0,1527000.0,931000.0,694000.0
Egypt,1977,M,2602000.0,5110000.0,3742000.0,2408000.0,2003000.0,1541000.0,982000.0,653000.0
Egypt,1977,F,2542000.0,4671000.0,3477000.0,2502000.0,2014000.0,1508000.0,919000.0,685000.0
Egypt,1978,M,2773000.0,5442000.0,3981000.0,2561000.0,2129000.0,1641000.0,1045000.0,698000.0
Egypt,1978,F,2704000.0,4970000.0,3703000.0,2665000.0,2141000.0,1604000.0,978000.0,732000.0
Egypt,1979,M,2848000.0,5593000.0,4099000.0,2639000.0,2192000.0,1687000.0,1075000.0,720000.0
Egypt,1979,F,2791000.0,5130000.0,3824000.0,2752000.0,2212000.0,1656000.0,1010000.0,755000.0
Egypt,1980,M,2941000.0,5772000.0,4232000.0,2724000.0,2263000.0,1742000.0,1109000.0,743000.0
Egypt,1980,F,2878000.0,5293000.0,3946000.0,2837000.0,2281000.0,1709000.0,1041000.0,778000.0
Egypt,1981,M,3014000.0,5919000.0,4338000.0,2792000.0,2320000.0,1786000.0,1137000.0,762000.0
Egypt,1981,F,2966000.0,5453000.0,4067000.0,2924000.0,2352000.0,1761000.0,1073000.0,801000.0
Egypt,1984,M,3775000.0,5642000.0,4466000.0,3519000.0,2154000.0,1677000.0,1217000.0,645000.0
Egypt,1984,F,3622000.0,5274000.0,4074000.0,3226000.0,2260000.0,1732000.0,1263000.0,649000.0
Egypt,1985,M,3499994.864,5779596.782,4582230.118,3062495.506,2371707.046,1657892.304,1174340.382,898024.9979999999
Egypt,1985,F,3366258.417,5236401.982,4114315.843,3212246.594,2354180.723,1716131.742,1188091.206,814062.4929999999
Egypt,1986,M,3753848.0,6201296.0,4915570.0,3303053.0,2546688.0,1794028.8333,1277960.6666,916829.4999
Egypt,1986,F,3608333.0,5717710.0,4395603.0,3439779.0,2506570.0,1842294.0,1204520.0,830155.0
Egypt,1987,M,4093000.0,6118000.0,4843000.0,3817000.0,2336000.0,1819000.0,1319000.0,699000.0
Egypt,1987,F,3929000.0,5719000.0,4418000.0,3498000.0,2451000.0,1878000.0,1370000.0,704000.0
Egypt,1988,M,3836412.36,6335128.305,5022671.445,3356860.815,2599674.165,1817247.96,1287217.3050000002,984342.645
Egypt,1988,F,3696892.029,5750720.934,4518423.591,3527753.178,2585408.151,1884690.054,1304785.422,894019.641
Egypt,1989,M,3938687.688,6504017.169,5156571.381,3446351.727,2668979.157,1865694.168,1321533.369,1010584.341
Egypt,1989,F,3794177.997,5902054.6620000005,4637328.663000001,3620588.154,2653444.743,1934286.822,1339121.646,917546.313
Egypt,1990,M,4039839.888,6671051.393999999,5289000.906,3534859.902,2737523.082,1913608.368,1355472.594,1036537.866
Egypt,1990,F,3890264.904,6051523.184,4754768.216,3712278.928,2720642.776,1983272.304,1373034.672,940783.016
Egypt,1991,M,4229000.0,7430000.0,5445000.0,4521000.0,3306000.0,1869000.0,1380000.0,1049000.0
Egypt,1991,F,4072000.0,7020000.0,5072000.0,4213000.0,3223000.0,1925000.0,1498000.0,1272000.0
Egypt,2001,M,3840107.0,8821075.0,6908895.0,4522908.0,3890846.0,2651291.0,1646194.0,1171412.0
Egypt,2001,F,3681172.0,8193431.0,6349717.0,4760232.0,3868977.0,2524354.0,1535510.0,1053677.0
Egypt,2002,M,3919646.0,8999993.0,7045433.0,4610474.0,3965070.0,2701819.0,1677918.0,1194635.0
Egypt,2002,F,3750518.0,8345787.0,6465360.0,4846491.0,3938613.0,2569898.0,1563437.0,1073252.0
Egypt,2003,M,3997110.0,9176509.0,7181916.0,4699109.0,4040853.0,2753324.0,1709958.0,1217590.0
Egypt,2003,F,3826218.0,8512895.0,6593338.0,4942183.0,4016015.0,2620372.0,1594186.0,1094566.0
Egypt,2004,M,4075920.0,9356646.0,7321854.0,4790315.0,4119032.0,2806494.0,1742985.0,1241163.00003
Egypt,2004,F,3904895.0,8687146.0,6727408.0,5042568.0,4097344.0,2673381.0,1626459.0,1116813.00001
Egypt,2005,M,4157146.0,9543088.0,7467713.0,4885755.6850000005,4201119.0,2862438.0,1777721.0,1265912.0
Egypt,2005,F,3979299.0,8850661.0,6852150.0,5135823.0,4172710.0,2722554.0,1656421.0,1137617.99997
Egypt,2006,M,4268393.0,9737259.0,7585361.0,4965975.0,4266963.0,2903096.0,1809270.0,1291496.99997
Egypt,2006,F,4063715.0,9085820.0,6947327.0,5201375.0,4248640.0,2792229.0,1688155.0,1155497.0
Egypt,2007,M,4350790.0,9925226.0,7731788.0,5061838.0,4349332.0,2959137.0,1844195.0,1316428.0000099998
Egypt,2007,F,4146201.0,9270246.0,7088346.0,5306954.0,4334880.0,2848906.0,1722422.0,1178951.0000200002
Egypt,2008,M,4081610.0,8193192.0,8675558.0,5750178.0,4519239.0,3529271.0,2180211.0,1465120.00005
Egypt,2008,F,3881106.0,7654745.0,8255859.0,5726319.0,4506501.0,3419139.0,1916137.0,1343116.00003
Egypt,2009,M,4178266.0,8386278.0,8875873.0,5880771.0,4621393.0,3608036.0,2228238.0,1498185.0
Egypt,2009,F,3972899.0,7834799.0,8445978.0,5856352.0,4608315.0,3495219.0,1958469.0,1374033.0
Egypt,2010,M,4282316.0,8595855.0,9096276.0,6025547.0,4735144.0,3696839.0,2283103.0,1535360.0
Egypt,2010,F,4071818.0,8030492.0,8655719.0,6000926.0,4722204.0,3581580.0,2006926.0,1408224.0
Egypt,2011,M,4373829.0,8779545.0,9290660.0,6154310.0,4836333.0,3775839.0,2331892.0,1568170.0
Egypt,2011,F,4158756.0,8201953.0,8840529.0,6129053.0,4823029.0,3658052.0,2049776.0,1438291.0
Egypt,2012,M,4487723.0,9009186.0,9536057.0,6320147.0,4967160.0,3876909.0,2392462.0,1693672.1
Egypt,2012,F,4268157.0,8419437.0,9075593.0,6293835.0,4951406.0,3753988.0,2102759.0,1420791.0
Egypt,2013,M,4837948.0,8744906.0,8207912.0,7752917.0,5053946.0,4009957.0,2718971.0,1880981.0
Egypt,2013,F,4478156.0,8124283.0,7762271.0,7481261.0,4930172.0,3947137.0,2741095.0,1957068.0
Egypt,2014,M,5101492.0,8952300.0,8875501.0,7690634.0,5068558.0,4092127.0,2676880.0,1843072.72937
Egypt,2014,F,4728160.0,8357003.0,8442382.0,7439118.0,4952279.0,4034376.0,2668227.0,1889082.04876
Egypt,2015,M,5225656.0,9170196.0,9091531.0,7877832.0,5191933.0,4191699.0,2741998.0,1887883.0
Egypt,2015,F,4847011.0,8567070.0,8654601.0,7626113.0,5076760.0,4135757.0,2735268.0,1936525.00001
Egypt,2016,M,5344898.0,9379461.0,9298998.0,8057605.0,5310376.0,4287285.0,2804500.0,1930870.0
Egypt,2016,F,4961628.0,8769664.0,8859272.0,7806455.0,5196782.0,4233484.0,2799885.0,1982230.0
Egypt,2017,M,6621422.0,10212613.0,8950564.0,7832725.0,6021120.0,4354108.0,3143927.0,1958542.0
Egypt,2017,F,6335709.0,9416432.0,8361606.0,7745103.0,5666950.0,4071672.0,2790569.0,1719471.0
Egypt,2018,M,6754231.0,10417356.0,9130030.0,7987566.0,6138798.0,4439307.0,3205714.0,1997211.0
Egypt,2018,F,6469496.0,9615303.0,8538948.0,7907491.0,5785162.0,4156582.0,2848873.0,1755300.0
Egypt,2019,M,6555454.0,10761137.0,9101365.0,7979252.0,6446925.0,4515337.0,3323527.0,2265136.0
Egypt,2019,F,6241439.0,9943080.0,8410478.0,7556940.0,6063990.0,4194334.0,3237697.0,2305843.0
Libyan Arab Jamahiriya,2016,M,353545.0,655509.0,696201.0,643430.0,403733.0,198370.0,135426.0,139240.0
Libyan Arab Jamahiriya,2016,F,336974.0,628806.0,679034.0,628171.0,403733.0,199641.0,125888.0,130339.0
Libyan Arab Jamahiriya,2017,M,365301.0,677379.0,719427.0,664895.0,417202.0,204987.0,139943.0,143886.0
Libyan Arab Jamahiriya,2017,F,348218.0,649785.0,701688.0,649127.0,417202.0,206301.0,130088.0,134687.0
Mauritius,1952,M,43800.0,57300.0,43900.0,38700.0,29600.0,20600.0,11900.0,5800.0
Mauritius,1952,F,43000.0,56900.0,44600.0,36700.0,26100.0,17900.0,12900.0,10500.0
Mauritius,1953,M,44900.0,58800.0,45200.0,39700.0,30300.0,21100.0,12200.0,5900.0
Mauritius,1953,F,44500.0,59000.0,46300.0,38100.0,27100.0,18500.0,13300.0,10900.0
Mauritius,1954,M,46100.0,60300.0,46300.0,40700.0,31200.0,21700.0,12500.0,6000.0
Mauritius,1954,F,45800.0,60600.0,47500.0,39100.0,27900.0,19000.0,13700.0,11000.0
Mauritius,1955,M,48000.0,67900.0,46000.0,41700.0,32000.0,22300.0,12900.0,6100.0
Mauritius,1955,F,47400.0,67600.0,46600.0,39000.0,27700.0,19000.0,13700.0,11100.0
Mauritius,1956,M,49700.0,71000.0,47600.0,43300.0,33200.0,23100.0,13400.0,6500.0
Mauritius,1956,F,48700.0,70300.0,47700.0,40000.0,28400.0,19400.0,14100.0,11400.0
Mauritius,1957,M,52500.0,74800.0,50100.0,42800.0,33400.0,24200.0,13600.0,6300.0
Mauritius,1957,F,51500.0,73800.0,49800.0,39900.0,29200.0,21300.0,14600.0,10100.0
Mauritius,1958,M,53100.0,80000.0,50600.0,45000.0,32300.0,23300.0,13700.0,7300.0
Mauritius,1958,F,52300.0,78400.0,48500.0,42500.0,30000.0,20700.0,13800.0,12100.0
Mauritius,1959,M,54700.0,83500.0,51600.0,45500.0,33500.0,23900.0,14000.0,7500.0
Mauritius,1959,F,53700.0,81800.0,50000.0,42900.0,31000.0,21500.0,14100.0,12200.0
Mauritius,1960,M,56200.0,87000.0,52900.0,45500.0,35100.0,24500.0,14100.0,7700.0
Mauritius,1960,F,54900.0,84900.0,51800.0,43300.0,32400.0,22200.0,14300.0,12000.0
Mauritius,1961,M,56700.0,91000.0,54400.0,45400.0,36800.0,25100.0,14500.0,8000.0
Mauritius,1961,F,55300.0,88800.0,53700.0,43300.0,33800.0,23200.0,14600.0,12200.0
Mauritius,1962,M,56700.0,98900.0,54700.0,41900.0,38400.0,27100.0,16300.0,8300.0
Mauritius,1962,F,55400.0,97700.0,54700.0,41500.0,35100.0,24000.0,16900.0,13700.0
Mauritius,1963,M,59900.0,100600.0,58000.0,42100.0,39100.0,27400.0,16800.0,8800.0
Mauritius,1963,F,58500.0,99400.0,57900.0,42100.0,36100.0,24200.0,17200.0,14200.0
Mauritius,1964,M,61400.0,103700.0,61200.0,42200.0,40000.0,28200.0,17100.0,9400.0
Mauritius,1964,F,59900.0,102200.0,61100.0,42200.0,37200.0,25100.0,17300.0,14600.0
Mauritius,1965,M,62300.0,105700.0,65100.0,42800.0,40800.0,28600.0,17400.0,10000.0
Mauritius,1965,F,60900.0,103900.0,64900.0,43100.0,38300.0,25500.0,17400.0,15400.0
Mauritius,1966,M,63200.0,106000.0,71100.0,42800.0,40700.0,29300.0,17800.0,10400.0
Mauritius,1966,F,62200.0,104000.0,70700.0,43200.0,38500.0,26400.0,17700.0,15900.0
Mauritius,1967,M,61500.0,108500.0,75300.0,44000.0,40100.0,29700.0,18600.0,10900.0
Mauritius,1967,F,60400.0,106700.0,74800.0,44300.0,38100.0,27200.0,18300.0,16200.0
Mauritius,1968,M,60200.0,109400.0,80800.0,44300.0,39800.0,30400.0,18900.0,11500.0
Mauritius,1968,F,59200.0,107300.0,80300.0,44600.0,38300.0,27800.0,18400.0,16900.0
Mauritius,1969,M,57400.0,111600.0,84100.0,45400.0,39500.0,31100.0,19900.0,11800.0
Mauritius,1969,F,56300.0,109400.0,83700.0,45700.0,38300.0,28500.0,19300.0,17300.0
Mauritius,1970,M,55600.0,113700.0,86500.0,47400.0,39300.0,32000.0,20500.0,12400.0
Mauritius,1970,F,54400.0,111200.0,86000.0,47600.0,38400.0,29600.0,19600.0,18000.0
Mauritius,1971,M,53000.0,115200.0,90800.0,48400.0,38700.0,33800.0,20800.0,12500.0
Mauritius,1971,F,51400.0,112800.0,89500.0,48400.0,38000.0,31400.0,19900.0,18200.0
Mauritius,1972,M,51200.0,116000.0,90500.0,47400.0,39100.0,34800.0,21800.0,12600.0
Mauritius,1972,F,50200.0,113700.0,90100.0,48500.0,38200.0,31600.0,22100.0,17800.0
Mauritius,1973,M,49100.0,116400.0,93000.0,49300.0,39200.0,35500.0,22200.0,12900.0
Mauritius,1973,F,47800.0,113900.0,92700.0,50700.0,38600.0,32700.0,22200.0,18600.0
Mauritius,1974,M,49200.0,114900.0,96000.0,51300.0,39000.0,36200.0,22800.0,13300.0
Mauritius,1974,F,48100.0,112400.0,95700.0,52700.0,38700.0,33600.0,22800.0,18900.0
Mauritius,1975,M,49200.0,113900.0,97600.0,53900.0,39300.0,36900.0,23000.0,13700.0
Mauritius,1975,F,48200.0,111500.0,97500.0,55400.0,39400.0,34700.0,22900.0,19500.0
Mauritius,1976,M,49400.0,112000.0,98300.0,59300.0,39700.0,36900.0,23300.0,14100.0
Mauritius,1976,F,48800.0,110000.0,98300.0,60100.0,39600.0,34900.0,23300.0,19900.0
Mauritius,1977,M,51000.0,108900.0,101400.0,62900.0,40400.0,36100.0,23600.0,14500.0
Mauritius,1977,F,49900.0,107300.0,101700.0,63900.0,40800.0,34900.0,23800.0,20500.0
Mauritius,1978,M,53000.0,106000.0,102800.0,67900.0,40700.0,36000.0,24000.0,14800.0
Mauritius,1978,F,52200.0,104500.0,103000.0,69400.0,41300.0,35200.0,24300.0,21200.0
Mauritius,1979,M,54800.0,103100.0,104500.0,69800.0,40600.0,35500.0,25400.0,15100.0
Mauritius,1979,F,53800.0,102600.0,105300.0,74300.0,43000.0,35900.0,24900.0,22700.0
Mauritius,1980,M,57100.0,101000.0,106500.0,72500.0,41300.0,34700.0,26500.0,15500.0
Mauritius,1980,F,55100.0,100900.0,107900.0,76900.0,44300.0,36500.0,26200.0,23900.0
Mauritius,1981,M,58100.0,98700.0,108500.0,75500.0,40700.0,33600.0,28500.0,16000.0
Mauritius,1981,F,56200.0,98700.0,109900.0,80500.0,46100.0,36500.0,27500.0,24300.0
Mauritius,1982,M,58300.0,98800.0,107600.0,78800.0,41700.0,34200.0,29200.0,16600.0
Mauritius,1982,F,56800.0,97800.0,109400.0,83400.0,47000.0,36400.0,28000.0,25700.0
Mauritius,1983,M,57000.0,101000.0,110600.0,84000.0,47000.0,35500.0,29200.0,18200.0
Mauritius,1983,F,55900.0,98500.0,108600.0,83400.0,48300.0,35600.0,30200.0,25700.0
Mauritius,1984,M,55100.0,102900.0,109400.0,87400.0,49100.0,36200.0,29600.0,18600.0
Mauritius,1984,F,53000.0,99200.0,107900.0,85500.0,51700.0,35700.0,30000.0,25800.0
Mauritius,1985,M,52100.0,104700.0,109400.0,88500.0,52000.0,37500.0,30900.0,18800.0
Mauritius,1985,F,49700.0,100900.0,106300.0,87200.0,53900.0,36600.0,30600.0,26100.0
Mauritius,1986,M,48900.0,106500.0,108300.0,88800.0,57200.0,37700.0,31000.0,19400.0
Mauritius,1986,F,46900.0,102100.0,104600.0,88500.0,58900.0,37500.0,31100.0,26500.0
Mauritius,1987,M,47400.0,108600.0,105000.0,91300.0,60100.0,38100.0,30700.0,19900.0
Mauritius,1987,F,44900.0,103900.0,102000.0,92900.0,61500.0,38800.0,30800.0,27700.0
Mauritius,1988,M,46600.0,109800.0,102000.0,95100.0,62900.0,38700.0,30800.0,20800.0
Mauritius,1988,F,45100.0,105100.0,99200.0,95000.0,65200.0,40900.0,30600.0,28900.0
Mauritius,1989,M,47800.0,109500.0,100400.0,96900.0,63600.0,39800.0,31000.0,21700.0
Mauritius,1989,F,46100.0,104600.0,97900.0,96500.0,67000.0,42900.0,30800.0,30300.0
Mauritius,1990,M,49200.0,108400.0,98500.0,98100.0,68200.0,39600.0,31500.0,23000.0
Mauritius,1990,F,46400.0,103400.0,95400.0,97100.0,70400.0,45200.0,30700.0,31600.0
Mauritius,1991,M,49700.0,103900.0,96200.0,100400.0,73800.0,39600.0,29100.0,24600.0
Mauritius,1991,F,48200.0,101000.0,93300.0,97100.0,72100.0,41900.0,31700.0,33400.0
Mauritius,1992,M,51800.0,102400.0,96800.0,101400.0,77600.0,41200.0,29100.0,25500.0
Mauritius,1992,F,50000.0,99300.0,93200.0,96800.0,75300.0,43200.0,31900.0,34600.0
Mauritius,1993,M,53000.0,100800.0,97500.0,102500.0,80200.0,43200.0,29200.0,26300.0
Mauritius,1993,F,51500.0,97600.0,93500.0,97000.0,77500.0,45200.0,32200.0,35600.0
Mauritius,1994,M,53500.0,99500.0,99500.0,102600.0,83000.0,45600.0,29200.0,26900.0
Mauritius,1994,F,51900.0,96300.0,96100.0,97100.0,80200.0,47700.0,32500.0,36600.0
Mauritius,1995,M,53400.0,97800.0,101000.0,101700.0,85000.0,48300.0,29700.0,27400.0
Mauritius,1995,F,52000.0,94400.0,97900.0,95700.0,82000.0,50400.0,33000.0,37600.0
Mauritius,1996,M,52300.0,97200.0,103000.0,100700.0,86100.0,52500.0,30100.0,27600.0
Mauritius,1996,F,51200.0,93900.0,100000.0,94900.0,82900.0,54400.0,33500.0,38200.0
Mauritius,1997,M,50700.0,97900.0,104800.0,100000.0,88600.0,55900.0,30700.0,27700.0
Mauritius,1997,F,50200.0,94100.0,101800.0,94100.0,85500.0,57600.0,34400.0,38600.0
Mauritius,1998,M,49600.0,99000.0,105800.0,98200.0,90700.0,60000.0,30700.0,28200.0
Mauritius,1998,F,48700.0,95400.0,103000.0,92200.0,87200.0,61600.0,34800.0,39500.0
Mauritius,1999,M,48800.0,100000.0,105600.0,97800.0,93700.0,62600.0,31600.0,28900.0
Mauritius,1999,F,47800.0,96600.0,102900.0,92200.0,90000.0,64100.0,36000.0,40400.0
Mauritius,2000,M,48239.0,100755.0,102779.0,94136.0,95249.0,65513.0,33433.0,30408.0
Mauritius,2000,F,46782.0,98361.0,102131.0,93975.0,92730.0,66634.0,37900.0,42069.0
Mauritius,2001,M,48303.0,101693.0,102151.0,93054.0,96975.0,69449.0,34082.0,30965.0
Mauritius,2001,F,46625.0,99293.0,101083.0,93411.0,94843.0,70165.0,38680.0,43103.0
Mauritius,2002,M,48061.0,102373.0,100533.0,93399.0,97153.0,72870.0,35348.0,31595.0
Mauritius,2002,F,46205.0,99967.0,99542.0,94139.0,95488.0,73334.0,39843.0,44171.0
Mauritius,2003,M,47889.0,102552.0,99166.0,94542.0,98089.0,75530.0,37114.0,32142.0
Mauritius,2003,F,46240.0,100012.0,97740.0,95550.0,96842.0,75855.0,41959.0,45141.0
Mauritius,2004,M,47621.0,102106.0,98158.0,96551.0,97865.0,77959.0,39273.0,32418.0
Mauritius,2004,F,45984.0,99417.0,96083.0,97926.0,96916.0,78373.0,44190.0,45856.0
Mauritius,2005,M,46891.0,101372.0,96661.0,98556.0,97925.0,80020.0,41947.0,33126.0
Mauritius,2005,F,45513.0,98568.0,94435.0,99884.0,97196.0,80315.0,46926.0,47011.0
Mauritius,2006,M,45895.0,100406.0,96530.0,100827.0,97264.0,80905.0,45829.0,33239.0
Mauritius,2006,F,44423.0,97629.0,94140.0,101903.0,97034.0,81268.0,50848.0,47479.0
Mauritius,2007,M,44774.0,98602.0,97048.0,102202.0,95784.0,83213.0,48941.0,33917.0
Mauritius,2007,F,43082.0,96189.0,94225.0,103004.0,95861.0,83865.0,53901.0,48481.0
Mauritius,2008,M,43206.0,97260.0,98207.0,103266.0,93929.0,85042.0,52679.0,34403.0
Mauritius,2008,F,41531.0,94783.0,95566.0,104061.0,94451.0,85653.0,57611.0,49347.0
Mauritius,2010,M,39667.0,94862.0,100282.0,102081.0,92314.0,89567.0,57205.0,37003.0
Mauritius,2010,F,38486.0,92051.0,98088.0,102078.0,93524.0,90559.0,62214.0,53103.0
Mauritius,2011,M,37805.0,93940.0,101183.0,101278.0,91047.0,91120.0,60688.0,37909.0
Mauritius,2011,F,36969.0,90807.0,99022.0,100904.0,92773.0,92526.0,65607.0,54548.0
Mauritius,2012,M,36491.0,92585.0,101864.0,99664.0,91655.0,91422.0,63821.0,39454.0
Mauritius,2012,F,35962.0,89061.0,99697.0,99373.0,93663.0,93218.0,68626.0,56444.0
Mauritius,2013,M,35376.0,90906.0,96237.0,91452.0,86996.0,91204.0,66909.0,43413.0
Mauritius,2013,F,34575.0,87604.0,94321.0,89909.0,84822.0,91358.0,71419.0,60840.0
Mauritius,2014,M,34402.0,88814.0,96346.0,90004.0,88486.0,90678.0,69150.0,45593.0
Mauritius,2014,F,33439.0,85980.0,94217.0,88430.0,85988.0,90506.0,73761.0,63471.0
Mauritius,2015,M,33443.0,86385.0,96489.0,88362.0,89760.0,90442.0,70770.0,48467.0
Mauritius,2015,F,32372.0,83838.0,94082.0,86613.0,87357.0,90090.0,75334.0,66859.0
Mauritius,2016,M,32636.0,83549.0,96372.0,87701.0,91154.0,89376.0,71708.0,51948.0
Mauritius,2016,F,31348.0,81248.0,94001.0,85747.0,88514.0,89010.0,76028.0,70873.0
Mauritius,2017,M,31890.0,81122.0,95493.0,87760.0,92350.0,87505.0,73719.0,54941.0
Mauritius,2017,F,30472.0,78907.0,93261.0,85428.0,89588.0,86928.0,78402.0,74209.0
Mauritius,2018,M,33208.0,82323.0,98558.0,91222.0,96075.0,87826.0,77087.0,59731.0
Mauritius,2018,F,31839.0,79805.0,96148.0,89131.0,93462.0,87201.0,81777.0,79910.0
Mauritius,2019,M,32964.0,79460.0,98037.0,91967.0,95491.0,86333.0,79313.0,62602.0
Mauritius,2019,F,31525.0,77199.0,95328.0,89776.0,92705.0,85773.0,83884.0,83354.0
Morocco,2016,M,1682558.0,3150195.0,3032748.0,2752881.0,2284283.0,1824876.0,1401831.0,1051507.0
Morocco,2016,F,1607739.0,3017725.0,3012917.0,2845147.0,2411752.0,1918746.0,1352212.0,1139419.0
Reunion,2011,M,33371.0,71863.0,63181.5,49611.0,58196.0,56694.0,38392.5,31012.5
Reunion,2011,F,31781.0,68520.5,62810.5,57785.5,64881.5,60159.5,40179.0,42823.5
Rodrigues,2004,M,2081.0,3585.0,4126.0,2503.0,1997.0,1768.0,1131.0,966.0
Rodrigues,2004,F,1962.0,3638.0,4180.0,2620.0,2110.0,1606.0,1157.0,1260.0
Rodrigues,2005,M,2156.0,3576.0,4061.0,2557.0,2003.0,1786.0,1156.0,993.0
Rodrigues,2005,F,2006.0,3658.0,4071.0,2659.0,2088.0,1673.0,1145.0,1319.0
Rodrigues,2006,M,2168.0,3594.0,4002.0,2604.0,1928.0,1850.0,1141.0,1061.0
Rodrigues,2006,F,2040.0,3639.0,4008.0,2737.0,2043.0,1735.0,1165.0,1364.0
Rodrigues,2007,M,2165.0,3668.0,3860.0,2745.0,1846.0,1906.0,1149.0,1106.0
Rodrigues,2007,F,2106.0,3625.0,3838.0,2920.0,2000.0,1765.0,1205.0,1410.0
Rodrigues,2008,M,2137.0,3756.0,3766.0,2847.0,1784.0,1969.0,1147.0,1158.0
Rodrigues,2008,F,2089.0,3661.0,3761.0,3058.0,1919.0,1864.0,1180.0,1474.0
Rodrigues,2010,M,2022.0,3916.0,3629.0,2997.0,1702.0,1971.0,1261.0,1213.0
Rodrigues,2010,F,1952.0,3775.0,3612.0,3198.0,1883.0,1933.0,1221.0,1555.0
